*,Product,Code,Size,Retail price,Available Stock,Hold Stock,Total price
1745,Drywall Screw ( Yalida ) 10 X 2 Inch - 250Pcs,3G47-17,2,"Rs.1,175.00",0,0,Rs.0.00
1746,Drywall Screw ( Yalida ) 10 X 3 Inch - 250Pcs,3G47-18,3,"Rs.1,850.00",0,0,Rs.0.00
1747,Drywall Screw ( Yalida ) 6 X 1 Inch - 1000Pcs,3G47-19,1,"Rs.1,850.00",67,0,"Rs.123,950.00"
1748,Drywall Screw ( Yalida ) 7 X 1 1/4 Inch - 500Pcs,3G47-20,1 1/4,"Rs.1,000.00",53,0,"Rs.46,000.00"
1749,Drywall Screw ( Yalida ) 6 X 3/4 Inch - 1000Pcs,3G47-21,04-Mar,"Rs.1,360.00",0,0,Rs.0.00
1750,Drywall Screw ( Yalida ) 7 X 3/4 Inch - 1000Pcs,3G47-22,04-Mar,"Rs.1,370.00",2,0,"Rs.1,370.00"
1751,Drywall Screw ( Yalida ) 7 X 1 Inch - 1000Pcs,3G47-23,1,"Rs.1,575.00",1,0,"Rs.6,300.00"
1752,Drywall Screw ( Yalida ) 7 X 1 1/2 Inch - 500Pcs,3G47-24,1 1/2,"Rs.1,250.00",0,0,Rs.0.00
1753,Drywall Screw ( Yalida ) 8 X  3/4 Inch - 1000Pcs,3G47-25,04-Mar,"Rs.1,560.00",12,0,Rs.0.00
1754,Drywall Screw ( Yalida ) 8 X 1 Inch - 500Pcs,3G47-26,1,Rs.940.00,0,0,Rs.0.00
1755,Drywall Screw ( Yalida ) 8 X 1 1/4 Inch - 500Pcs,3G47-27,1 1/4,"Rs.1,025.00",0,0,Rs.0.00
1756,Drywall Screw ( Yalida ) 8 X 1 1/2 Inch - 500Pcs,3G47-28,1 1/2,"Rs.1,385.00",0,0,Rs.0.00
1757,Anchor Bolt 1/4 Inch,3G111-01,04-Jan,Rs.14.00,1500,0,"Rs.5,600.00"
1758,Anchor Bolt 5/16 Inch,3G111-02,16-May,Rs.23.00,0,100,"Rs.2,530.00"
1759,Anchor Bolt 3/8 Inch,3G111-03,08-Mar,Rs.34.00,0,70,"Rs.2,380.00"
1760,Anchor Bolt 1/2 Inch,3G111-04,02-Jan,Rs.78.00,0,0,Rs.0.00
1761,Anchor Bolt 5/16 Inch - 80mm,3G111-05,16-May,Rs.29.00,0,0,Rs.0.00
1762,Anchor Bolt 5/16 Inch - 100mm,3G111-06,16-May,Rs.40.00,0,0,Rs.0.00
1763,Anchor Bolt 5/16 Inch - 120mm,3G111-07,16-May,Rs.48.50,0,0,Rs.0.00
1764,Anchor Bolt 5/16 Inch - 150mm,3G111-08,16-May,Rs.41.00,0,0,Rs.0.00
1765,Basin Tap (Top Man - Hevy) Lever type - 1/2 Inch,4S07-12,02-Jan,"Rs.2,980.00",117,12,"Rs.357,600.00"
1766,Bip Tap (Top Man - Hevy) Lever type - 1/2 Inch,4S07-13,02-Jan,"Rs.2,950.00",131,0,"Rs.413,000.00"
1767,Anchor Bolt 3/8 Inch - 10x75 mm,3G111-09,08-Mar,Rs.48.00,1813,370,"Rs.85,440.00"
1768,Consil Valve (Top Man - Hevy) Lever Type - 1/2 Inch,4S07-14,02-Jan,"Rs.2,950.00",162,0,"Rs.554,600.00"
1769,Anchor Bolt 3/8 Inch - 10x100 mm,3G111-10,08-Mar,Rs.54.00,0,0,Rs.0.00
1770,Anchor Bolt 3/8 Inch - 10x125 mm,3G111-11,08-Mar,Rs.65.00,0,20,"Rs.1,300.00"
1771,Angle Valve (Top Man - Hevy) Lever Type - 1/2 Inch,4S07-15,02-Jan,"Rs.1,470.00",174,0,"Rs.10,290.00"
1772,Anchor Bolt Fan Hooks 8 mm,3G112-01,8,Rs.90.00,0,0,Rs.0.00
1773,Anchor Bolt Fan Hooks 10 mm,3G112-02,10,Rs.138.00,0,0,Rs.0.00
1774,Drop Anchor Bolt 1/4 Inch ( 6 mm ),3G113-01,04-Jan,Rs.763.00,0,0,Rs.0.00
1775,Sink Tap (Matt Black) Single Leaver,4S03-09,0,"Rs.2,150.00",0,2,"Rs.4,300.00"
1776,Drop Anchor Bolt 5/16 Inch ( 8 mm ),3G113-02,16-May,"Rs.1,100.00",343,0,Rs.0.00
1777,Drop Anchor Bolt 3/8 Inch ( 10 mm ),3G113-03,08-Mar,Rs.900.00,0,0,Rs.0.00
1778,Luggage Strap 1 m,3G114-01,1,Rs.130.00,0,0,Rs.0.00
1779,Sink Tap (Everpro) Ocean Type - Mat,4S03-10,0,"Rs.2,700.00",282,0,"Rs.780,300.00"
1780,Tow Rope 4 m,3G115-01,5,"Rs.1,350.00",173,0,"Rs.240,300.00"
1781,Sink Tap ( Ocean) Nical,4S03-11,0,"Rs.1,460.00",0,0,Rs.0.00
1782,Ratchet Tie Down ( Spread ) 10 m,3G116-01,10,"Rs.1,620.00",87,2,"Rs.142,560.00"
1783,Sink Tap ( Water Edge ) Nical,4S03-12,0,"Rs.1,550.00",0,0,Rs.0.00
1784,Sink Tap ( Faucet ) Nical Leaver,4S03-13,0,"Rs.1,680.00",658,2,"Rs.1,046,640.00"
1785,Ratchet Towing Rope 4 m,3G116-02,5,Rs.361.00,0,0,Rs.0.00
1786,Nylon Twine No. 3,3G117-01,0,Rs.116.00,0,0,Rs.0.00
1787,Nylon Twine No. 30,3G117-02,0,Rs.115.00,7675,0,"Rs.875,725.00"
1788,Nylon Twine No. 6,3G117-03,0,Rs.181.00,0,0,Rs.0.00
1789,Nylon Twine No. 9,3G117-04,0,Rs.181.00,0,0,Rs.0.00
1790,Nylon Twine No. 12,3G117-05,0,Rs.181.00,0,0,Rs.0.00
1791,Bolt With Nut Zinc (Full Teeth) 5 X 12,3G119-01,5,Rs.740.00,185,5,"Rs.141,340.00"
1792,Nylon Twine No. 15,3G117-06,0,Rs.116.00,0,0,Rs.0.00
1793,Nylon Twine No. 18,3G117-07,0,Rs.116.00,0,0,Rs.0.00
1794,Bolt With Nut Zinc (Full Teeth) 5 X 16,3G119-02,5,Rs.740.00,108,0,"Rs.78,440.00"
1795,Nylon Twine No. 21,3G117-08,0,Rs.116.00,0,0,Rs.0.00
1796,Nylon Twine No. 24,3G117-09,0,Rs.116.00,0,0,Rs.0.00
1797,Bolt With Nut Zinc (Full Teeth) 5 X 20,3G119-03,5,Rs.740.00,182,5,"Rs.134,680.00"
1798,Nylon Twine No. 27,3G117-10,0,Rs.115.00,8865,0,"Rs.1,010,735.00"
1799,Gas Hose Clear ( 25m ),3G118-01,0,"Rs.4,540.00",0,0,Rs.0.00
1800,Gas Hose Orange ( B ),3G118-02,0,"Rs.2,645.00",0,0,Rs.0.00
1801,Gas Hose Orange ( A ) - 30 m,3G118-03,0,"Rs.4,700.00",0,1,"Rs.4,700.00"
1802,Bolt With Nut Zinc (Full Teeth) 5 X 25,3G119-04,5,Rs.740.00,17,1,"Rs.8,140.00"
1804,Bolt With Nut Zinc (Full Teeth) 5 X 35,3G119-05,5,Rs.740.00,138,0,"Rs.82,880.00"
1805,Basin West Plastic ( Popup ) Indian - Slotted 1 1/4 Inch,4S10-05,1 1/4,Rs.495.00,0,0,Rs.0.00
1806,Bolt With Nut Zinc (Full Teeth) 5 X 40,3G119-06,5,Rs.740.00,198,0,"Rs.156,140.00"
1807,Basin West Full Thread Plastic ( Normal ) 1 1/4 Inch,4S10-06,1 1/4,Rs.175.00,0,0,Rs.0.00
1808,Bolt With Nut Zinc (Full Teeth) 5 X 50,3G119-07,5,Rs.740.00,155,0,"Rs.108,040.00"
1809,Bird Lock ( Hevy ),6D11-01,0,"Rs.1,050.00",48,50,"Rs.52,500.00"
1810,Bolt With Nut Zinc (Full Teeth) 6 X 12,3G119-08,6,Rs.565.00,46,5,"Rs.24,295.00"
1811,Bird Lock Card,6D11-02,0,"Rs.1,185.00",0,0,Rs.0.00
1812,Bird Lock Handle ( AC ),3G110-01,0,Rs.175.00,910,6,"Rs.162,050.00"
1813,Bolt With Nut Zinc (Full Teeth) 6 X 16,3G119-09,6,Rs.565.00,173,5,"Rs.99,440.00"
1814,Bolt With Nut Zinc (Full Teeth) 6 X 20,3G119-10,6,Rs.565.00,76,2,"Rs.46,330.00"
1815,Pantry Handle S/S - 4 Inch,3G110-02,4,Rs.96.00,0,0,Rs.0.00
1816,Bolt With Nut Zinc (Full Teeth) 6 X 25,3G119-11,6,Rs.565.00,0,2,"Rs.2,260.00"
1817,Pantry Handle S/S - 6 Inch,3G110-03,6,Rs.121.00,0,0,Rs.0.00
1818,Pantry Handle S/S - 10 Inch,3G110-04,10,Rs.175.00,0,0,Rs.0.00
1819,Bolt With Nut Zinc (Full Teeth) 6 X 35,3G119-12,6,Rs.565.00,0,2,"Rs.1,130.00"
1820,Pantry Handle Round S/S 4 Inch,3G110-06,4,Rs.80.00,0,0,Rs.0.00
1821,Bolt With Nut Zinc (Full Teeth) 6 X 40,3G119-13,6,Rs.565.00,40,6,"Rs.16,385.00"
1822,Pantry Handle Round S/S 6 Inch,3G110-07,6,Rs.90.00,0,0,Rs.0.00
1823,Pantry Handle Round S/S 8 Inch,3G110-08,8,Rs.110.00,0,0,Rs.0.00
1824,Pantry Handle S/S ( Squre ) 8 Inch,3G110-10,8,Rs.325.00,0,0,Rs.0.00
1825,Bolt With Nut Zinc (Full Teeth) 6 X 50,3G119-14,6,Rs.565.00,25,4,"Rs.7,910.00"
1826,Pantry Handle S/S ( Squre ) 10 Inch,3G110-11,10,Rs.360.00,0,0,Rs.0.00
1827,Bolt With Nut Zinc (Full Teeth) 8 X 16,3G119-15,8,Rs.565.00,114,4,"Rs.71,755.00"
1828,Pantry Handle S/S ( Squre ) 6 Inch,3G110-12,6,Rs.295.00,0,0,Rs.0.00
1829,Bolt With Nut Zinc (Full Teeth) 8 X 20,3G119-16,8,Rs.565.00,226,7,"Rs.132,210.00"
1830,Pantry Handle ( Indian ) Steel Squre 6 Inch,3G110-13,6,Rs.140.00,0,0,Rs.0.00
1831,Pantry Knob ( China ) 01,3G118-01,0,Rs.37.00,0,0,Rs.0.00
1832,Pantry Knob ( China ) 02,3G118-02,0,Rs.28.00,0,0,Rs.924.00
1833,Bolt With Nut Zinc (Full Teeth) 8 X 25,3G119-17,8,Rs.565.00,18,1,Rs.0.00
1834,Pantry Knob ( China ) 03,3G118-03,0,Rs.37.00,0,0,Rs.0.00
1835,Bolt With Nut Zinc (Full Teeth) 8 X 30,3G119-18,8,Rs.565.00,122,7,"Rs.70,625.00"
1836,Pantry Knob ( China ) 04,3G118-04,0,Rs.28.00,0,0,Rs.280.00
1837,Bolt With Nut Zinc (Full Teeth) 8 X 40,3G119-19,8,Rs.565.00,0,0,Rs.0.00
1838,Sink Tap (Range) Opp Pack - ABS,4S03-09,0,Rs.510.00,1701,3,"Rs.881,790.00"
1839,Bolt With Nut Zinc (Full Teeth) 8 X 50,3G119-20,8,Rs.565.00,10,0,Rs.0.00
1840,Bolt With Nut Zinc (Full Teeth) 8 X 75,3G119-21,8,Rs.565.00,9,0,Rs.0.00
1841,Garden Tap ( Range ) ABS,4S01-09,0,Rs.230.00,0,2,Rs.920.00
1842,Bolt With Nut Zinc (Full Teeth) 8 X 100,3G119-22,8,Rs.565.00,0,7,"Rs.3,955.00"
1843,Angle Valve ( Range ) ABS,4S05-08,0,Rs.210.00,630,0,"Rs.132,300.00"
1844,Bathroom Shelf S/S ( Mirror ) 15 Inch,4S29-07,0,"Rs.1,400.00",0,2,"Rs.32,200.00"
1845,Bolt With Nut Zinc (Full Teeth) 8 X 125,3G119-23,8,Rs.565.00,6,0,Rs.0.00
1846,Bathroom Shelf  Mirror ( Acrylic - Clear ),4S29-08,0,"Rs.1,490.00",27,0,"Rs.29,800.00"
1847,Bolt With Nut Zinc (Full Teeth) 8 X 150,3G119-24,8,Rs.565.00,0,0,Rs.0.00
1848,Bolt With Nut Zinc (Full Teeth) 10 X 16,3G119-25,8,Rs.565.00,128,0,"Rs.57,630.00"
1849,Soap Dish Double ( Acrylic - Clear ),4S29-09,0,Rs.840.00,0,0,Rs.0.00
1850,Bolt With Nut Zinc (Full Teeth) 10 X 20,3G119-26,10,Rs.565.00,231,0,"Rs.132,775.00"
1851,Brush Holder ( Acrylic - Clear ),4S29-10,0,Rs.950.00,0,0,Rs.0.00
1852,Bolt With Nut Zinc (Full Teeth) 10 X 25,3G119-27,10,Rs.565.00,57,0,Rs.0.00
1853,Clear Towel Bar ( Acrylic ),4S28-06,0,"Rs.1,490.00",0,0,Rs.0.00
1854,Bolt With Nut Zinc (Full Teeth) 10 X 30,3G119-28,10,Rs.565.00,96,1,"Rs.4,520.00"
1855,Bathroom Corner Shelf ( S/S ) Round Hevy,4S29-11,0,"Rs.1,920.00",0,0,Rs.0.00
1856,Bathroom Corner Shelf ( S/S ) Round,4S29-12,0,"Rs.1,860.00",0,0,Rs.0.00
1857,Bathroom Corner Shelf ( ABS ) 5 In 01,4S29-13,0,"Rs.1,050.00",0,0,Rs.0.00
1858,Bolt With Nut Zinc (Full Teeth) 10 X 40,3G119-29,10,Rs.565.00,70,1,"Rs.44,635.00"
1859,Bolt With Nut Zinc (Full Teeth) 10 X 50,3G119-30,10,Rs.565.00,50,5,"Rs.25,425.00"
1860,Bolt With Nut Zinc (Full Teeth) 10 X 60,3G119-31,10,Rs.565.00,114,6,"Rs.72,320.00"
1861,Bathroom Shelf ( S/S ) Square Large,4S29-14,0,"Rs.1,820.00",0,0,Rs.0.00
1862,Bathroom Shelf ( S/S ) Square Small,4S29-15,0,"Rs.1,890.00",0,0,Rs.0.00
1863,Bolt With Nut Zinc (Full Teeth) 10 X 75,3G119-32,10,Rs.565.00,1,6,"Rs.4,520.00"
1864,Bathroom Shelf ( S/S ) Mirror 15 Inch,4S29-16,0,"Rs.1,400.00",22,0,"Rs.37,800.00"
1865,Bolt With Nut Zinc (Full Teeth) 10 X 100,3G119-33,10,Rs.565.00,10,0,Rs.0.00
1866,Bathroom Shelf ( Glass ),4S29-17,0,"Rs.1,470.00",0,0,Rs.0.00
1867,Bathroom Shelf ( ABS ) 2 In 1,4S29-18,0,Rs.700.00,0,0,Rs.0.00
1868,Bolt With Nut Zinc (Full Teeth) 10 X 125,3G119-34,10,Rs.565.00,6,0,Rs.0.00
1869,Bathroom Shelf ( ABS ) 3 In 1,4S29-19,0,Rs.770.00,0,0,Rs.0.00
1870,Bathroom Shelf ( ABS ) 4 In 1,4S29-20,0,Rs.910.00,0,0,Rs.0.00
1871,Bolt With Nut Zinc (Full Teeth) 10 X 150,3G119-35,10,Rs.565.00,0,2,"Rs.1,130.00"
1872,Bolt With Nut Zinc (Full Teeth) 12 X 25,3G119-36,12,Rs.565.00,82,2,"Rs.46,330.00"
1873,Bolt With Nut Zinc (Full Teeth) 12 X 35,3G119-37,12,Rs.565.00,30,4,"Rs.9,605.00"
1874,Bolt With Nut Zinc (Full Teeth) 12 X 50,3G119-38,12,Rs.565.00,14,3,"Rs.1,695.00"
1875,Bolt With Nut Zinc (Full Teeth) 12 X 60,3G119-39,12,Rs.565.00,80,3,"Rs.51,415.00"
1876,Bolt With Nut Zinc (Full Teeth) 12 X 75,3G119-40,12,Rs.565.00,54,4,"Rs.28,815.00"
1877,Bolt With Nut Zinc (Full Teeth) 12 X 100,3G119-41,12,Rs.565.00,40,0,"Rs.22,035.00"
1878,Bolt With Nut Zinc (Full Teeth) 12 X 125,3G119-42,12,Rs.565.00,20,2,"Rs.2,260.00"
1879,Flat Washer ( YZP ) 5 X 15,3G120-01,5,Rs.565.00,3,0,Rs.0.00
1880,Flat Washer ( YZP ) 5 X 20,3G120-02,5,Rs.565.00,20,2,"Rs.10,735.00"
1881,Flat Washer ( YZP ) 6 X 12,3G120-03,6,Rs.565.00,137,9,"Rs.76,275.00"
1882,Flat Washer ( YZP ) 6 X 20,3G120-04,6,Rs.565.00,0,0,Rs.0.00
1883,Flat Washer ( YZP ) 6 X 25,3G120-05,6,Rs.565.00,0,1,Rs.565.00
1884,Flat Washer ( YZP ) 6 X 30,3G120-06,6,Rs.565.00,61,3,"Rs.36,725.00"
1885,Flat Washer ( YZP ) 8 X 20,3G120-07,8,Rs.565.00,3,5,"Rs.2,825.00"
1886,Flat Washer ( YZP ) 8 X 25,3G120-08,8,Rs.565.00,44,3,"Rs.19,775.00"
1887,Flat Washer ( YZP ) 8 X 30,3G120-09,8,Rs.565.00,10,8,"Rs.7,345.00"
1888,Flat Washer ( YZP ) 10 X 25,3G120-10,10,Rs.565.00,0,7,"Rs.3,955.00"
1889,Flat Washer ( YZP ) 10 X 30,3G120-11,10,Rs.565.00,0,0,Rs.0.00
1890,Flat Washer ( YZP ) 12 X 25,3G120-12,12,Rs.565.00,175,4,"Rs.95,485.00"
1891,Flat Washer ( YZP ) 12 X 30,3G120-13,12,Rs.565.00,59,7,"Rs.41,810.00"
1892,Flat Washer ( YZP ) 12 X 35,3G120-14,12,Rs.565.00,2,2,"Rs.8,475.00"
1893,Flat Washer ( YZP ) 5/8 X 40,3G120-15,08-May,Rs.565.00,37,0,"Rs.23,165.00"
1894,Spring Washer ( YZP ) M5,3G121-01,0,Rs.795.00,384,1,"Rs.316,410.00"
1895,Spring Washer ( YZP ) M6,3G121-02,0,Rs.595.00,325,1,"Rs.193,375.00"
1896,Spring Washer ( YZP ) M8,3G121-03,0,Rs.595.00,277,1,"Rs.167,790.00"
1897,Spring Washer ( YZP ) M10,3G121-04,0,Rs.595.00,224,1,"Rs.142,205.00"
1898,Spring Washer ( YZP ) M12,3G121-05,0,Rs.595.00,283,0,"Rs.175,525.00"
1899,Garden Rekka 10 T,3G122-01,0,Rs.295.00,0,3,Rs.885.00
1900,Garden Rekka 12 T,3G122-02,0,Rs.345.00,0,0,Rs.0.00
1901,Garden Rekka 14 T,3G122-03,0,Rs.410.00,0,0,Rs.0.00
1902,Jigsaw Blade B - 10,3G123-01,0,Rs.260.00,0,0,Rs.0.00
1903,Jigsaw Blade No - 10,3G123-02,0,Rs.260.00,0,0,Rs.0.00
1904,Jigsaw Blade 101,3G123-03,0,Rs.121.00,0,0,Rs.0.00
1905,Jigsaw Blade 119,3G123-04,0,Rs.130.00,0,0,Rs.0.00
1906,Jigsaw Blade T 144 D,3G123-05,0,Rs.190.00,919,27,"Rs.197,410.00"
1907,Jigsaw Blade T 244 D,3G123-06,0,Rs.190.00,1680,27,"Rs.316,160.00"
1908,Globe Brass Pad Lock ( Cylinder Type ) - 60 mm,3G23-34,60,"Rs.2,725.00",0,0,"Rs.70,850.00"
1909,Hengxink Pad Lock ( D Type ) 100 mm,3G23-35,80,"Rs.1,900.00",1,0,"Rs.1,900.00"
1910,Lianqiu Pad Lock ( Round Type ) 65 mm,3G23-36,63,"Rs.1,950.00",204,0,"Rs.337,350.00"
1911,Lianqiu Pad Lock ( Rectangular ) Long Arm 50 mm,3G23-37,50,Rs.525.00,108,6,"Rs.84,000.00"
1912,Lianqiu Pad Lock ( Rectangular ) Long Arm 60 mm,3G23-38,60,Rs.650.00,168,6,"Rs.66,950.00"
1913,Tinman Snips ( Dingqi ) 10 Inch,2H59-01,10,"Rs.1,560.00",66,3,"Rs.113,880.00"
1914,Tinman Snips ( Dingqi ) 12 Inch,2H59-02,12,"Rs.1,860.00",220,0,"Rs.409,200.00"
1915,Flex Tape ( Waterproof Sealing ) Black 4 x 5,3G124-01,0,Rs.590.00,423,6,"Rs.250,750.00"
1916,Flex Tape ( Waterproof Sealing ) Clear 4 x 5,3G124-02,0,Rs.590.00,209,6,"Rs.125,670.00"
1917,Aluminium Foil Tape ( Waterproof ),3G125-01,0,Rs.590.00,188,0,"Rs.106,790.00"
1918,Nano Tape  ( Double Side ) Transparent 1/2 Inch,3G126-01,02-Jan,Rs.180.00,1302,39,"Rs.232,920.00"
1919,Nano Tape ( Double Side ) Transparent 1 Inch,3G126-02,1,Rs.290.00,1238,39,"Rs.354,670.00"
1920,Hand Axe - 500 g,3G127-01,500,"Rs.1,150.00",169,0,"Rs.212,750.00"
1921,Cotton Gloves ( Rubber Coated Palm ) Orange,3G76-03,0,Rs.160.00,24,0,Rs.0.00
1922,Pressure Sprayer 5 Liter,3G128-01,5,"Rs.2,220.00",2,0,Rs.0.00
1923,Wood Chisel Dingqi 1/4 Inch,2H32-11,04-Jan,Rs.690.00,156,0,"Rs.113,160.00"
1924,Bathroom Accessories Set Metro (ABS) 5 Pcs,4S35-01,0,"Rs.2,100.00",0,0,Rs.0.00
1925,Max Hammer Bit (Hilty) EHPL 20X800 mm,1P06-11,20,"Rs.3,120.00",6,3,"Rs.18,720.00"
1926,Max Hammer Bit (Hilty) EHPL 20X600 mm,1P06-12,20,"Rs.2,220.00",2,0,Rs.0.00
1927,Jel Hammer 500 G,2H31-03,500,Rs.410.00,0,0,Rs.0.00
1928,Soap Dish Single (S/S) Hevy - SUS 304,4S29-21,0,Rs.690.00,0,0,Rs.0.00
1929,Soap Dish Single (S/S),4S29-22,0,Rs.385.00,0,0,Rs.0.00
1930,Tower Bolt (S/S) Side Lock 4 Inch,3G35-03,4,Rs.190.00,0,0,Rs.0.00
1931,Bird Lock ( Grade A ),6D11-03,0,"Rs.1,420.00",16,0,Rs.0.00
1932,Door Closer (China) 8 Inch,3G64-02,0,"Rs.2,950.00",215,4,"Rs.619,500.00"
1933,Steel Iron Cutter ( Dingqi ) 10 Inch,2H60-01,10,"Rs.1,490.00",555,0,"Rs.825,460.00"
1934,Steel Iron Cutter ( Dingqi ) 12 Inch,2H60-02,12,"Rs.1,790.00",202,0,"Rs.372,320.00"
1935,Copper Bearing Hinges 4 X 2 1/2 (2 Pair),3G129-01,4,Rs.375.00,0,0,Rs.0.00
1936,Adjustable Circle Cutter (Heavy Duty),1P55-01,0,Rs.880.00,220,8,"Rs.190,080.00"
1937,Hose Joint (Plastic),3G58-03,0,Rs.7.50,3003,1,"Rs.22,972.50"
1938,Welding Holder (800A),3G100-01,0,Rs.990.00,551,6,"Rs.550,440.00"
1939,Welding Holder (700A),3G100-02,0,"Rs.1,200.00",0,0,Rs.0.00
1940,Biddy Spray Set (Top Man) Lever Type,4S07-16,0,"Rs.1,850.00",413,3,"Rs.754,800.00"
1941,Consil Valve ( Rapsel ) Full Brass - 3/4 Inch,4S08-07,04-Mar,"Rs.4,850.00",0,0,"Rs.14,550.00"
1942,L. P. G. Regulator with Meter,3G103-03,0,"Rs.1,300.00",0,0,Rs.0.00
1943,Adjustable Wrench (Dingqi) 10 Inch,2H21-09,10,"Rs.1,575.00",489,1,"Rs.409,500.00"
1944,Adjustable Wrench (Dingqi) 12 Inch,2H21-10,12,"Rs.2,080.00",227,1,"Rs.295,360.00"
1945,Steel Measuring Tape (Dingqi - Hevy) 5 m,3G17-12,5,Rs.750.00,93,12,"Rs.57,000.00"
1946,Pop Rivert Gun (AIWO),2H44-07,9.5,"Rs.1,735.00",74,1,"Rs.93,690.00"
1947,Iron Oxide (EHPL) Black Bag 25 kg,5I01-05,25,"Rs.12,425.00",0,0,"Rs.12,425.00"
1948,Soap Dish Single With Hole (S/S),4S29-23,0,Rs.420.00,123,0,"Rs.53,760.00"
1949,Drywall Screw ( Ben ) 6 X 5/8 INCH - 1000Pcs,3G47-29,08-May,"Rs.1,130.00",182,0,"Rs.179,670.00"
1950,Drywall Screw ( Ben ) 6 X 1 INCH - 500PCS,3G47-30,08-May,"Rs.1,485.00",166,0,"Rs.252,450.00"
1951,Drywall Screw ( Ben ) 7 X 1 INCH - 500PCS,3G47-31,1,"Rs.1,550.00",166,0,"Rs.260,400.00"
1952,Drywall Screw ( Ben ) 8 X 1 INCH - 500PCS,3G47-32,1,"Rs.1,630.00",5,0,Rs.0.00
1953,Angle Valve (Top Man - Hevy) Square Head - 1/2 Inch (SMALL),4S08-08,02-Jan,Rs.985.00,0,0,"Rs.5,910.00"
1954,Ball Valve (Ever Pro) 1/2 Inch,4S36-01,02-Jan,Rs.275.00,2119,14,"Rs.549,175.00"
1955,Ball Valve (Ever Pro) 1 Inch,4S36-02,1,Rs.497.50,0,0,Rs.0.00
1956,Grinder Key (Adjustable),3G100-01,0,Rs.380.00,570,0,"Rs.215,460.00"
1957,Sharpen Wheel CMT 4 Inch (Flat Shape),1P27-04,4,"Rs.3,360.00",4,1,"Rs.10,080.00"
1958,Sharpen Wheel CMT 4 1/2 Inch (Flat Shape),1P27-05,4 1/2,"Rs.3,675.00",19,3,"Rs.66,150.00"
1959,Sharpen Wheel CMT 5 Inch (Flat Shape),1P27-06,5,"Rs.3,950.00",63,1,"Rs.260,700.00"
1960,Cold Chisel 10 Inch (B- Point),3G130-01,10,Rs.514.00,199,0,Rs.0.00
1961,Cold Chisel 10 Inch (B- Flat),3G130-02,12,Rs.514.00,66,0,Rs.0.00
1962,Cold Chisel 12 Inch (B- Point),3G130-03,12,Rs.300.00,0,0,Rs.0.00
1963,Cold Chisel 12 Inch (B- Flat),3G130-04,12,Rs.400.00,0,0,Rs.0.00
1964,Cold Chisel 10 Inch (A- Point),3G130-05,10,Rs.575.00,183,8,"Rs.101,200.00"
1965,Cold Chisel 10 Inch (A- Flat),3G130-06,10,Rs.575.00,0,1,Rs.575.00
1966,Cold Chisel 12 Inch (A- Point),3G130-07,12,Rs.625.00,231,0,"Rs.142,500.00"
1967,Cold Chisel 12 Inch (A- Flat),3G130-08,12,Rs.625.00,178,0,Rs.0.00
1968,Consil Valve ( Plumber ) 3/4 Inch,4S37-01,04-Mar,"Rs.3,150.00",38,0,"Rs.132,300.00"
1969,"Sand Paper Roll 4.5"" X 40 (50M)",3G33-15,4 1/2,"Rs.7,900.00",0,0,"Rs.7,900.00"
1970,"Sand Paper Roll 4.5"" X 60 (50M)",3G33-16,4 1/2,"Rs.7,400.00",3,0,Rs.0.00
1971,"Sand Paper Roll 4.5"" X 80 (50M)",3G33-17,4 1/2,"Rs.7,100.00",10,0,"Rs.71,000.00"
1972,"Sand Paper Roll 4.5"" X 100 (50M)",3G33-18,4 1/2,"Rs.7,100.00",1,0,Rs.0.00
1973,"Sand Paper Roll 4.5"" X 120 (50M)",3G33-19,4 1/2,"Rs.7,100.00",0,0,Rs.0.00
1974,Concrete Pan ( Plastic ),3G131-01,0,Rs.170.00,0,23,"Rs.3,910.00"
1975,Nose Pliers Wellborn 8 Inch,2H14-03,8,Rs.895.00,0,0,Rs.0.00
1976,Cutter Pliers Wellborn 8 Inch,2H15-03,8,Rs.890.00,309,12,"Rs.71,200.00"
1977,Garden Tool Set (Heavy  Handle),2H61-01,0,Rs.875.00,100,0,"Rs.89,250.00"
1978,Insulation Tape ( Electrical ) Yellow,3G85-05,0,Rs.53.00,360,0,Rs.0.00
1979,Top Spray Shower S/S (Round) 4 Inch,4S13-10,4,Rs.550.00,0,0,Rs.0.00
1980,Carbon Brush N-6713ED,3G75-14,0,Rs.145.00,112,3,"Rs.20,300.00"
1981,Carbon Brush B-K-20,3G75-15,0,Rs.145.00,112,3,"Rs.27,260.00"
1982,Carbon Brush 415,3G75-16,0,Rs.145.00,112,3,"Rs.21,605.00"
1983,Carbon Brush CB-325,3G75-17,0,Rs.145.00,112,3,"Rs.11,600.00"
1984,Carbon Brush CB-415,3G75-18,0,Rs.145.00,112,3,"Rs.22,040.00"
1985,Carbon Brush 8-100,3G75-19,0,Rs.145.00,112,3,"Rs.16,820.00"
1986,Carbon Brush 86,3G75-20,0,Rs.145.00,112,3,"Rs.18,560.00"
1987,Carbon Brush 125,3G75-21,0,Rs.145.00,112,3,"Rs.16,820.00"
1988,Garden Sprinkler (360 Degrees Rotating),3G11-06,0,Rs.450.00,0,0,Rs.0.00
1989,Laser Level (Pro3),2H62-01,0,"Rs.1,390.00",3,3,"Rs.4,170.00"
1990,Silicon Gun (Plastic) Classic,2H43-03,0,Rs.495.00,48,2,"Rs.21,285.00"
