#,Product,Code,Category,Retail Price,Whole Sale Price,Actions,Qty
1019,Gutter Chain - Sri Lanka (Dark Brown),3G63-01,General Hardware,220,200,,0
1020,Gutter Chain - Sri Lanka (Green),3G63-02,General Hardware,220,200,,0
1021,Gutter Chain - Sri Lanka (Maroon),3G63-03,General Hardware,220,200,,419
1022,Door Stoper (Classic),3G64-01,General Hardware,430,390,,624
1023,Soldering Iron (Bouth) H/Q 60W,3G65-01,General Hardware,530,480,,0
1024,Booster Cable 2000 A,3G66-01,General Hardware,2100,1890,,0
1025,Booster Cable 3000 A,3G66-02,General Hardware,2850,2565,,0
1026,Booster Cable 1000 A,3G66-03,General Hardware,1840,1656,,0
1027,Water Seal(10mm),3G67-01,General Hardware,130,118,,0
1028,Water Seal (12mm),3G67-02,General Hardware,284,257,,0
1029,Water Seal (13mm),3G67-03,General Hardware,226,204,,0
1030,Water Seal (16mm),3G67-04,General Hardware,331,299,,0
1031,Water Seal (18mm),3G67-05,General Hardware,181,161,,0
1032,Capacitor 1.5 UF (Box) Wire,3G68-01,General Hardware,105,94,,906
1033,Capacitor 2 UF (Box) Wire,3G68-02,General Hardware,136,123,,995
1034,Capacitor 2.25 UF (Box) Wire,3G68-03,General Hardware,70,66,,0
1035,Capacitor 2.5 UF (Box) Wire,3G68-04,General Hardware,142,127.5,,0
1036,Capacitor 3 UF (Box) Wire,3G68-05,General Hardware,170,153,,220
1037,Capacitor 3.5 UF (Box) Wire,3G68-06,General Hardware,170,153,,0
1038,Capacitor 1.5 UF (Box) Pin Type,3G68-07,General Hardware,105,94,,742
1039,Capacitor 2 UF (Box) Pin Type,3G68-08,General Hardware,136,123,,811
1040,Capacitor 2.5 UF (Box) Pin Type,3G68-09,General Hardware,142,127.5,,526
1041,Indian Capacitor 2.5 UF (Barel) Wire,3G69-01,General Hardware,155,140,,0
1042,Capacitor 2.25 UF (Barel) Wire,3G69-02,General Hardware,70,62,,0
1043,Capacitor 2.5 UF (Barel) Wire,3G69-03,General Hardware,150,135,,418
1044,Capacitor 3 UF (Barel) Wire,3G69-04,General Hardware,160,144,,763
1045,Capacitor 3.15 UF (Barel) Wire,3G69-05,General Hardware,211,190,,67
1046,Capacitor 3.5 UF (Barel) Wire,3G69-06,General Hardware,170,153,,284
1047,Capacitor 10 UF (Barel) Wire,3G69-07,General Hardware,299,269,,448
1048,Capacitor 12 UF (Barel) Wire,3G69-08,General Hardware,368,331,,395
1049,Capacitor 12.5 UF (Barel) Wire,3G69-09,General Hardware,341,307,,43
1050,Capacitor 14 UF (Barel) Wire,3G69-10,General Hardware,400,360,,448
1051,Capacitor 15 UF (Barel) Wire,3G69-11,General Hardware,291,262,,0
1052,Capacitor 16 UF (Barel) Wire,3G69-12,General Hardware,425,383,,1100
1053,Capacitor 20 UF (Barel) Wire,3G69-13,General Hardware,472,425,,744
1054,Capacitor 25 UF (Barel) Wire,3G69-14,General Hardware,535,485,,992
1055,Capacitor 30 UF (Barel) Wire,3G69-15,General Hardware,620,556,,144
1056,Capacitor 35 UF (Barel) Wire,3G69-16,General Hardware,665,598,,133
1057,Capacitor 36 UF (Barel) Wire,3G69-17,General Hardware,609,548,,58
1058,Capacitor 40 UF (Barel) Wire,3G69-18,General Hardware,685,616,,127
1059,Capacitor 45 UF (Barel) Wire,3G69-19,General Hardware,730,656,,160
1060,Capacitor 50 UF (Barel) Wire,3G69-20,General Hardware,780,700,,0
1061,Capacitor 60 UF (Barel) Wire,3G69-21,General Hardware,788,709,,47
1062,Capacitor 200 UF (Barel) Wire,3G69-22,General Hardware,800,720,,105
1063,Capacitor 250 UF (Barel) Wire,3G69-23,General Hardware,835,751,,24
1064,Capacitor 300 UF (Barel) Wire,3G69-24,General Hardware,885,796,,78
1065,Capacitor 350 UF (Barel) Wire,3G69-25,General Hardware,892,803,,91
1066,Capacitor 400 UF (Barel) Wire,3G69-26,General Hardware,934,841,,109
1067,Capacitor 10 UF (Barel) Pin Type,3G69-27,General Hardware,310,278,,0
1068,Capacitor 12 UF (Barel) Pin Type,3G69-28,General Hardware,368,331,,0
1069,Capacitor 16 UF (Barel) Pin Type,3G69-29,General Hardware,415,373,,402
1070,Capacitor 20 UF (Barel) Pin Type,3G69-30,General Hardware,472,425,,348
1071,Capacitor 25 UF (Barel) Pin Type,3G69-31,General Hardware,535,485,,478
1072,Capacitor 30 UF (Barel) Pin Type,3G69-32,General Hardware,620,558,,55
1073,Capacitor 40 UF (Barel) Pin Type,3G69-33,General Hardware,682,614,,46
1074,Capacitor 60 UF (Barel) Pin Type,3G69-34,General Hardware,788,709,,0
1075,Cable Tie (White) 100 mm,3G70-01,General Hardware,77,77,,4835
1076,Cable Tie (White) 150 mm,3G70-02,General Hardware,126,126,,3743
1077,Cable Tie (White) 200 mm,3G70-03,General Hardware,154,154,,2615
1078,Cable Tie (White) 250 mm,3G70-04,General Hardware,365,328,,0
1079,Cable Tie (White) 300 mm,3G70-05,General Hardware,420,378,,0
1080,Cable Tie (Black) 100 mm,3G70-06,General Hardware,74,74,,15
1081,Cable Tie (Black) 150 mm,3G70-07,General Hardware,130,117,,0
1082,Cable Tie (Black) 200 mm,3G70-08,General Hardware,195,175,,0
1083,Cable Tie (Black) 250 mm,3G70-09,General Hardware,330,297,,0
1084,Cable Tie (Black) 300 mm,3G70-10,General Hardware,360,325,,0
1085,Bearing 606,3G71-01,General Hardware,60,54,,1190
1086,Bearing 607,3G71-02,General Hardware,60,54,,150
1087,Bearing 608,3G71-03,General Hardware,60,54,,240
1088,Bearing 626,3G71-04,General Hardware,60,54,,940
1089,Bearing 627,3G71-05,General Hardware,65,59,,1078
1090,Bearing 628,3G71-06,General Hardware,65,59,,1270
1091,Bearing 629,3G71-07,General Hardware,65,59,,0
1092,Bearing 6000,3G71-08,General Hardware,150,135,,1369
1093,Bearing 6001,3G71-09,General Hardware,150,135,,146
1094,Bearing 6002,3G71-10,General Hardware,165,150,,1083
1095,Bearing 6003,3G71-11,General Hardware,195,175,,942
1096,Bearing 6004,3G71-12,General Hardware,250,225,,521
1097,Bearing 6200,3G71-13,General Hardware,145,130,,582
1098,Bearing 6201,3G71-14,General Hardware,160,144,,0
1099,Bearing 6202,3G71-15,General Hardware,180,165,,0
1100,Bearing 6203,3G71-16,General Hardware,225,205,,162
1101,Bearing 6204,3G71-17,General Hardware,275,248,,66
1102,Bearing 6205,3G71-18,General Hardware,310,280,,92
1103,Bearing 6206,3G71-19,General Hardware,418,376,,0
1104,Bearing 6300,3G71-20,General Hardware,210,190,,427
1105,Bearing 6301,3G71-21,General Hardware,180,165,,804
1106,Bearing 6302,3G71-22,General Hardware,225,205,,636
1107,Bearing 6303,3G71-23,General Hardware,295,265,,449
1108,Bearing 6304,3G71-24,General Hardware,320,288,,502
1109,Safety Helmat (Made In China),3G72-01,General Hardware,490,450,,0
1110,Safety Helmat (Dingqi),3G72-02,General Hardware,412,396,,0
1111,Mounted Grinding Point (5 Pcs Set),3G73-01,General Hardware,472,425,,0
1112,Mounted Grinding Point (10 Pcs Set),3G73-02,General Hardware,560,504,,0
1113,Glass Cutter (No - 1),2H53-07,Hand Tools,878,693,,0
1114,Glass Cutter (Oil),2H53-06,Hand Tools,800,720,,0
1115,Glass Cutter (Wood Handale),2H53-05,Hand Tools,201,168,,0
1116,Glass Cutter ( Diamond ) 3A,3G74-04,General Hardware,578,520,,0
1117,Glass Cutting Wheel (Silver),3G74-05,General Hardware,892,803,,0
1118,Carbon Brush 50,3G75-01,General Hardware,126,113,,356
1119,Carbon Brush 51,3G75-02,General Hardware,126,113,,0
1120,Carbon Brush 52,3G75-03,General Hardware,126,113,,0
1121,Carbon Brush 54,3G75-04,General Hardware,126,113,,240
1122,Carbon Brush 56,3G75-05,General Hardware,126,113,,1096
1123,Carbon Brush 64,3G75-06,General Hardware,126,113,,176
1124,Carbon Brush 101,3G75-07,General Hardware,126,113,,24
1125,Carbon Brush 152,3G75-08,General Hardware,126,113,,0
1126,Carbon Brush 153,3G75-09,General Hardware,126,113,,0
1127,Carbon Brush 303,3G75-10,General Hardware,126,113,,0
1128,Carbon Brush 408,3G75-11,General Hardware,126,113,,0
1129,Carbon Brush 411,3G75-12,General Hardware,126,113,,0
1130,Carbon Brush 419,3G75-13,General Hardware,126,113,,0
1131,Dot Gloves (Cloth),3G76-01,General Hardware,90,81,,852
1132,Cotton Gloves (Rubber Coated Palm),3G76-02,General Hardware,160,145,,0
1133,PVC Mosquito Mesh (Black) 1X25m,3G77-01,General Hardware,5512,5271,,0
1134,PVC Mosquito Mesh (Brown) 1X25m,3G77-02,General Hardware,9188,8269,,0
1135,PVC Mosquito Mesh (Green) 1X25m,3G77-03,General Hardware,6900,6210,,0
1136,PVC Mosquito Mesh (Green) 1.2mX25m,3G77-04,General Hardware,8130,8130,,44
1137,Mosquito Mesh (Blue) 0.9mX30m,3G77-05,General Hardware,1980,1980,,111
1138,Mosquito Mesh (Green) 0.9mX30m,3G77-06,General Hardware,2480,2235,,0
1139,Welded Mesh (Courted) 1mX15m (1/2X1/2),3G78-01,General Hardware,9550,8600,,0
1140,Welded Mesh (Courted) 1mX30m (1/2X1/2),3G78-02,General Hardware,12815,11535,,0
1141,Welded Mesh (GI) 1mX30m (1/2X1/2),3G78-03,General Hardware,14558,13103,,0
1142,Welded Mesh (GI) 1mX15m (1/2X1/2),3G78-04,General Hardware,9287,9287,,0
1143,Shading Net 2mX100m,3G79-01,General Hardware,13750,12375,,0
1144,Green Mesh - 50m,3G79-02,General Hardware,6917,6225,,0
1145,Tarpaulin Roll 8 Feet (Blue & Silver),3G80-01,General Hardware,15900,15900,,0
1146,Curtain Wire,3G57-02,General Hardware,1292,1162,,0
1147,Curtain Hooks,3G57-03,General Hardware,677,652,,0
1148,Kitchen Sink Stainless Steel 18 X 36 - Right,3G81-01,General Hardware,4980,4482,,0
1149,Kitchen Sink Stainless Steel 18 X 36 - Left,3G81-02,General Hardware,4980,4482,,0
1150,Kitchen Sink Stainless Steel 17X 20 - Right,3G81-03,General Hardware,3790,3411,,0
1151,Kitchen Sink Stainless Steel 17X 20 - Left,3G81-04,General Hardware,3790,3411,,0
1152,Garden Tap (Nical) 1/2 Inch,4S01-01,Sanitary Wares,750,675,,176
1153,Garden Tap Nical (Letimat) 1/2 Inch,4S01-02,Sanitary Wares,543,488,,0
1154,Garden Tap  (Venus Brass) 1/2 Inch,4S01-03,Sanitary Wares,850,765,,297
1155,Garden Tap ( Y-King Brass) 1/2 Inch,4S01-04,Sanitary Wares,652,587,,0
1156,Garden Tap (Brass) 1/2 Inch,4S01-05,Sanitary Wares,990,895,,368
1157,Garden Tap ( ABS - Hevy ),4S01-06,Sanitary Wares,200,180,,0
1158,Garden Tap ( ABS - Cristal ),4S01-07,Sanitary Wares,255,230,,0
1159,Garden Tap ( ABS ),4S01-08,Sanitary Wares,125,115,,0
1160,Bip Tap (A.B.S),4S02-01,Sanitary Wares,125,115,,0
1161,Bip Tap A.B.S (Long Body),4S02-02,Sanitary Wares,310,280,,327
1162,Bip Tap Nical (Long Body) 1/2 Inch,4S02-03,Sanitary Wares,700,630,,0
1163,Bip Tap Nical (Long Body) Lever Type 1/2 Inch,4S02-04,Sanitary Wares,980,885,,0
1164,Bip Tap (ABS-Cristal),4S02-05,Sanitary Wares,195,176,,0
1165,Bip Tap (ABS-Titan),4S02-06,Sanitary Wares,146,130,,0
1166,Bip Tap (ABS-Range),4S02-07,Sanitary Wares,250,225,,301
1167,Sink Tap (Classic) Nical,4S03-01,Sanitary Wares,2580,2325,,0
1168,Sink Tap (Classic) Mat,4S03-02,Sanitary Wares,2580,2325,,0
1169,Sink Tap (Venus) Nical,4S03-03,Sanitary Wares,899,894,,0
1170,Sink Tap (NBT-Nical) Lever Type,4S03-04,Sanitary Wares,1396,1257,,0
1171,Sink Tap (ABS) - Round,4S03-05,Sanitary Wares,520,467,,0
1172,Sink Tap ABS (Fishdi) Round,4S03-06,Sanitary Wares,575,520,,15
1173,Sink Tap ABS (Ever Pro) Card,4S03-07,Sanitary Wares,645,580,,11
1174,Sink Tap (ABS) - Lever Type,4S03-08,Sanitary Wares,520,467,,0
1175,Basin Tap (ABS - Range),4S04-01,Sanitary Wares,485,436,,85
1176,Basin Tap (ABS),4S04-02,Sanitary Wares,590,530,,0
1177,Basin Tap (ABS) Nical Head,4S04-03,Sanitary Wares,361,324,,0
1178,Angle Valve (ABS) Large,4S05-01,Sanitary Wares,195,175,,0
1179,Angle Valve (ABS) Small,4S05-02,Sanitary Wares,191,171,,0
1180,Angle Valve (Amanni) Small 1/2 Inch,4S05-03,Sanitary Wares,395,355,,590
1181,Angle Valve (Amanni-Classic) 1/2 Inch,4S05-04,Sanitary Wares,392,361,,0
1182,Angle Valve (Kmrya) Lever Type,4S05-05,Sanitary Wares,834,750,,0
1183,Angle Valve (High End) 1/2 Inch,4S05-06,Sanitary Wares,662,595,,0
1184,Angle Valve (NBT) 1/2 Inch (Prime),4S05-07,Sanitary Wares,450,405,,0
1185,Bip Tap (Everpro) Lever Type (1/2 Inch),4S06-01,Sanitary Wares,1390,1250,,62
1186,Basin Tap (Everpro) Lever Type (1/2 Inch),4S06-02,Sanitary Wares,1790,1611,,0
1187,Angle Valve (Everpro) Lever Type (1/2 Inch),4S06-03,Sanitary Wares,1050,945,,0
1188,Consil Valve (Everpro) Lever Type (1/2 Inch),4S06-04,Sanitary Wares,2260,2035,,37
1189,Biddy Spray Set (Everpro),4S06-05,Sanitary Wares,372,331,,0
1190,Sink Tap (EHPL) Lever Type,4S06-06,Sanitary Wares,2500,2250,,0
1191,Bip Tap ( Top Man) Lever Type (1/2 Inch),4S07-01,Sanitary Wares,1774,1606,,0
1192,Basin Tap ( Top Man) Lever Type (1/2 Inch),4S07-02,Sanitary Wares,1500,1500,,0
1193,Angle Valve ( Top Man) Lever Type (L),4S07-03,Sanitary Wares,1350,1215,,0
1194,Consil Valve ( Top Man) Lever Type (1/2 Inch),4S07-04,Sanitary Wares,2919,2636,,0
1195,Angle Valve ( Top Man) Square Head (Small),4S07-05,Sanitary Wares,895,805,,345
1196,Sink Tap ( Top Man) Lever Type,4S07-06,Sanitary Wares,1820,1640,,315
1197,Bip Tap ( Top Man) Round Head (1/2 Inch),4S07-07,Sanitary Wares,944,854,,0
1198,Basin Tap ( Top Man) Round Head (1/2 Inch),4S07-08,Sanitary Wares,1085,954,,0
1199,Angle Valve ( Top Man) Round Head (L),4S07-09,Sanitary Wares,919,834,,0
1200,Angle Valve ( Top Man) Round Head (Small),4S07-10,Sanitary Wares,442,421,,0
1201,Consil Valve ( Top Man) Round Head (1/2 Inch),4S07-11,Sanitary Wares,1125,1029,,0
1202,Bip Tap ( Rapsel) Full Brass,4S08-01,Sanitary Wares,2494,2245,,0
1203,Basin Tap ( Rapsel) Full Brass,4S08-02,Sanitary Wares,5744,5169,,0
1204,Angle Valve ( Rapsel) Full Brass,4S08-03,Sanitary Wares,3108,2798,,18
1205,Consil Valve ( Rapsel) Full Brass,4S08-04,Sanitary Wares,3930,3540,,0
1206,Biddy Spray Set ( Rapsel),4S08-05,Sanitary Wares,2688,2415,,0
1207,Sink Tap ( Rapsel) Full Brass Lever Type,4S08-06,Sanitary Wares,3098,2793,,0
1208,Sink West (S/S) 1 1/2 Inch,4S09-01,Sanitary Wares,125,112.5,,3400
1209,Basin West (Pop-Up) 1 1/4 Inch,4S10-01,Sanitary Wares,990,891,,0
1210,Basin West (Normal) 1 1/4 Inch,4S10-02,Sanitary Wares,795,715,,0
1211,Basin West (ABS-Push) Full Thread Unslotted  1 1/4 Inch,4S10-03,Sanitary Wares,495,445,,0
1212,Basin West (Nical-Push) Full Thread Unslot 1 1/4 Inch,4S10-04,Sanitary Wares,1150,1035,,25
1213,Gully Box S/S (Regular) 4X4 Inch,4S11-01,Sanitary Wares,312,280,,0
1214,Gully Box PVC (Regular) 4X4 Inch,4S11-02,Sanitary Wares,178,168,,0
1215,Gully Box S/S (Regular) 6X6 Inch,4S11-03,Sanitary Wares,595,535,,623
1216,Gully Box S/S (Pop-Up) 6X6 Inch,4S11-04,Sanitary Wares,895,805,,312
1217,Gully Cover S/S (Polo) 6X6,4S11-05,Sanitary Wares,340,310,,0
1218,Gully Cover S/S 6X6,4S11-06,Sanitary Wares,410,370,,0
1219,Shower (A.B.S) With Arm,4S12-01,Sanitary Wares,462,416,,0
1220,Shower Made In Sri Lanka (A.B.S) 3/4 Inch (L),4S12-02,Sanitary Wares,74,66,,937
1221,Shower Made In Sri Lanka (A.B.S) 1/2 Inch (S),4S12-03,Sanitary Wares,58,52,,977
1222,Slim Squre Shower (Polo) ABS,4S12-04,Sanitary Wares,377,339,,0
1223,Deluxe Shower Overhead (Polo) ABS,4S12-05,Sanitary Wares,420,380,,0
1224,Waterlink Shower ABS (Square) 4 Inch,4S12-06,Sanitary Wares,400,360,,0
1225,Waterlink Shower ABS (Round) 4 Inch,4S12-07,Sanitary Wares,400,360,,0
1226,Jet Shower (Oscar),4S13-01,Sanitary Wares,780,700,,0
1227,Jet Shower (Oscar) Nical,4S13-02,Sanitary Wares,410,370,,0
1228,Shower Hevy S/S Square With Arm 6 Inch,4S13-03,Sanitary Wares,890,800,,187
1229,Shower Hevy S/S Square With Arm 8 Inch,4S13-04,Sanitary Wares,1339,1205,,0
1230,Shower Hevy S/S Round With Box Arm 6 Inch,4S13-05,Sanitary Wares,1186,1071,,0
1231,Sandwich Shower S/S With Arm 6X6 Inch,4S13-06,Sanitary Wares,1911,1722,,0
1232,Sandwich Shower S/S With Arm 8X8 Inch,4S13-07,Sanitary Wares,2278,2053,,0
1233,Shower (ASM) 625-2,4S13-08,Sanitary Wares,890,800,,0
1234,Bend Shower With ARM (Shine) 4 Inch,4S13-09,Sanitary Wares,980,885,,0
1235,Hand Shower (Furiq Bath) Square,4S14-01,Sanitary Wares,1590,1435,,44
1236,Hand Shower (Fishdi) Round,4S14-02,Sanitary Wares,980,885,,0
1237,Hand Shower (Fishdi) Square,4S14-03,Sanitary Wares,1590,1435,,440
1238,Hand Shower (Akvaline) Round,4S14-04,Sanitary Wares,1150,1035,,0
1239,Biddy Spray Set (Opp Pack) Ivory,4S15-01,Sanitary Wares,590,535,,0
1240,Biddy Spray Set (Opp Pack) Blue,4S15-02,Sanitary Wares,590,535,,0
1241,Biddy Spray Set (Opp Pack) Pink,4S15-03,Sanitary Wares,590,535,,0
1242,Biddy Spray Set (Opp Pack) White,4S15-04,Sanitary Wares,590,535,,0
1243,Biddy Spray Set (Opp Pack) Green,4S15-05,Sanitary Wares,590,535,,0
1244,Biddy Spray Set (Faucet) White,4S15-06,Sanitary Wares,682,614,,0
1245,Biddy Spray Set (Fishidi) White,4S15-07,Sanitary Wares,1155,1040,,0
1246,Biddy Spray Set (Zeo Bath) Nical,4S16-01,Sanitary Wares,1120,1010,,0
1247,Biddy Spray Set (Rich-Shaffat) ABS Nical,4S16-02,Sanitary Wares,1260,1135,,0
1248,Biddy Spray Set (NBT) Nical,4S16-03,Sanitary Wares,1120,1010,,0
1249,Biddy Spray Set (Brass - Nical),4S16-04,Sanitary Wares,1758,1706,,0
1250,Biddy Spray Set (R&S) Nical,4S16-05,Sanitary Wares,980,885,,0
1251,Biddy Head (Opp Pack) White,4S17-01,Sanitary Wares,315,285,,0
1252,Biddy Head (Opp Pack) Beige,4S17-02,Sanitary Wares,368,331,,0
1254,Biddy Head (Opp Pack) Blue,4S17-03,Sanitary Wares,368,331,,0
1255,Biddy Head (Opp Pack) Green,4S17-04,Sanitary Wares,368,331,,0
1256,Biddy Head (Opp Pack) Pink,4S17-05,Sanitary Wares,368,331,,0
1257,Biddy Head ( Opp Pack ) White - Nical Lever,4S17-06,Sanitary Wares,418,376,,0
1258,Biddy Head ( Opp Pack ) Nical,4S17-07,Sanitary Wares,380,345,,370
1259,Flexible Hose (Nical) 45 Cm,4S18-01,Sanitary Wares,222,201,,0
1260,Flexible Hose (Nical) 60 Cm,4S18-02,Sanitary Wares,420,378,,0
1261,Flexible Hose (Nical) 150 Cm,4S18-03,Sanitary Wares,980,880,,0
1262,Flexible Hose (NBT) Double Wire 100 Cm,4S18-04,Sanitary Wares,1176,1060,,11
1263,Flexible Hose (P.V.C) 45Cm,4S18-05,Sanitary Wares,270,245,,0
1264,Flexible Hose (P.V.C) 60 Cm,4S18-06,Sanitary Wares,295,265,,0
1265,Flexible Hose (P.V.C) 90 Cm,4S18-07,Sanitary Wares,401,360,,0
1266,Flexible Hose Hot & Cool (NYLON) 45 Cm,4S18-08,Sanitary Wares,326,294,,0
1267,Flexible Hose Hot & Cool (NYLON) 60 Cm,4S18-09,Sanitary Wares,340,310,,20
1268,Flexible Hose Hot & Cool (NYLON) 70 Cm,4S18-10,Sanitary Wares,368,331,,0
1269,Flexible Hose Hot & Cool (NYLON) 90 Cm,4S18-11,Sanitary Wares,420,380,,0
1271,Non Return Valve (Venus Brass) 1/2 Inch,4S19-01,Sanitary Wares,578,552,,0
1272,Non Return Valve (Venus Brass) 3/4 Inch,4S19-02,Sanitary Wares,592,487,,0
1273,Non Return Valve (Venus Brass) 1 Inch,4S19-03,Sanitary Wares,1250,1125,,0
1274,Non Return Valve (Brass-Tec/Jmao) 1 Inch,4S19-04,Sanitary Wares,1344,1210,,0
1275,Non Return Valve (Brass-Indian) 1 Inch,4S19-05,Sanitary Wares,1312,1181,,0
1276,Ball Float Valve EHPL (Brass) 1/2 Inch,4S20-01,Sanitary Wares,1950,1755,,342
1277,Ball Float Valve EHPL (Brass) 3/4 Inch,4S20-02,Sanitary Wares,2370,2133,,0
1278,Ball Float Valve EHPL (Brass) 1 Inch,4S20-03,Sanitary Wares,2975,2680,,0
1279,Ball Float Valve (Brass) Stright Lever 1/2 Inch,4S20-04,Sanitary Wares,1575,1418,,0
1280,Ball Float Valve (Brass) Stright Lever 3/4 Inch,4S20-05,Sanitary Wares,854,722,,0
1281,Ball Float Valve (Brass) Stright Lever 1 Inch,4S20-06,Sanitary Wares,2510,2259,,0
1282,Ball Valve (Y-King Brass) 1/2 Inch,4S21-01,Sanitary Wares,788,709,,0
1283,Ball Valve (Y-King Brass) 3/4 Inch,4S21-02,Sanitary Wares,1312,1181,,82
1284,Ball Valve (Y-King Brass) 1 Inch,4S21-03,Sanitary Wares,1205,1085,,0
1285,Ball Valve (Venus Brass) 1/2 Inch,4S21-04,Sanitary Wares,870,785,,0
1286,Ball Valve (Venus Brass) 3/4 Inch,4S21-05,Sanitary Wares,1430,1290,,0
1287,Ball Valve (Venus Brass) 1 Inch,4S21-06,Sanitary Wares,1850,1655,,131
1288,Ball Valve (Venus Brass) 1 1/2 Inch,4S21-07,Sanitary Wares,2962,2666,,0
1289,Ball Valve (Venus Brass) 1 1/4 Inch,4S21-08,Sanitary Wares,1657,1426,,0
1290,Ball Valve (Viva Brass) 1/2 Inch,4S22-01,Sanitary Wares,709,640,,0
1291,Ball Valve (Viva Brass) 3/4 Inch,4S22-02,Sanitary Wares,814,733,,0
1292,Ball Valve (Viva Brass) 1 Inch,4S22-03,Sanitary Wares,987,888,,0
1293,Ball Valve (Vsi Brass) 1/2 Inch,4S22-04,Sanitary Wares,892,803,,0
1294,Ball Valve (Forged) 1/2 Inch,4S22-05,Sanitary Wares,735,662,,0
1295,Magic Hose (PVC) Without West 1 1/4 Inch,4S23-01,Sanitary Wares,97.5,88,,0
1296,Magic Hose (PVC) Without West 1 1/2 Inch,4S23-02,Sanitary Wares,110,99,,0
1297,Magic Hose (PVC) With Sink West 1 1/4 Inch,4S23-03,Sanitary Wares,222,200,,0
1298,Magic Hose (PVC) Without West (Hevy) 1 1/4 Inch,4S23-04,Sanitary Wares,257,231,,0
1299,Magic Bend (Pvc) 4 Inch,4S24-01,Sanitary Wares,820,740,,0
1300,L Bend (Pvc) 4 Inch,4S25-01,Sanitary Wares,740,666,,0
1301,Cistern Fitting Set - Push,4S26-01,Sanitary Wares,1050,945,,0
1302,Cistern Fitting Handle - Side,4S26-02,Sanitary Wares,266,226,,0
1303,Sanitary Fixing Set (S/S) 2 Nails,4S27-01,Sanitary Wares,245,220,,0
1304,Sanitary Fixing Set (S/S) 4 Nails,4S27-02,Sanitary Wares,260,235,,31
1305,Towel Bar S/S (Wesda) 60 cm,4S28-01,Sanitary Wares,998,898,,0
1306,Towel Bar S/S (Mikado) Round Arm With Single Hook,4S28-02,Sanitary Wares,808,730,,0
1307,Towel Bar S/S (Mikado) Round Arm With Double Hook,4S28-03,Sanitary Wares,1102,992,,0
1308,Towel Bar S/S (Mikado) Squre Arm With Hook,4S28-04,Sanitary Wares,1732,1559,,0
1309,Towel Bar S/S (Mikado) Squre Arm (Normal),4S28-05,Sanitary Wares,1575,1418,,0
1310,Soap Case (S/S) Classic,4S29-01,Sanitary Wares,211,190,,0
1311,Soap Case (S/S) Blue Box,4S29-02,Sanitary Wares,390,351,,0
1312,Bathroom Soap Holder S/S),4S29-03,Sanitary Wares,770,695,,0
1313,Soap Dish Single (ABS),4S29-04,Sanitary Wares,300,270,,0
1314,Soap Dish Double (ABS),4S29-05,Sanitary Wares,520,468,,0
1315,Shelf Soap Tray (ABS) 14 Inch,4S29-06,Sanitary Wares,630,565,,0
1316,Soap Dispenser & Holder (800ml),4S30-01,Sanitary Wares,1115,1004,,0
1317,Soap Dispenser & Holder (500ml),4S30-02,Sanitary Wares,933,841,,0
1318,Outlat Hose 1.5m,4S31-01,Sanitary Wares,410,369,,20
1319,Outlat Hose 2m,4S31-02,Sanitary Wares,520,520,,0
1320,Outlat Hose (Indian) 5 Feet,4S31-03,Sanitary Wares,368,331,,0
1321,Inlat Hose W/M 1 1/2m,4S32-01,Sanitary Wares,514,472,,0
1322,Inlat Hose (Indian) 4 Feet,4S32-02,Sanitary Wares,315,284,,0
1323,Combined Valve (Force Brand) 1/2 Inch,4S33-01,Sanitary Wares,99,90,,0
1324,Combined Valve (Force Brand) 3/4 Inch,4S33-02,Sanitary Wares,161,146,,0
1325,Combined Valve (Force Brand) 1 Inch,4S33-03,Sanitary Wares,235,216,,0
1326,Commode Seat Cover - Classic,4S34-01,Sanitary Wares,1102,992,,0
1327,Iron Oxide (Kapriol) S190 Red Bag 25 kg,5I01-01,Iron Oxide,13010,11713,,0
1328,Iron Oxide (Kapriol) S375 Black Bag 25 kg,5I01-02,Iron Oxide,20475,18428,,0
1329,Iron Oxide (Malaysian)  Black Bag 25 kg,5I01-03,Iron Oxide,12425,11185,,11
1330,Iron Oxide (S190) Red Bag 25 kg,5I01-04,Iron Oxide,11850,10665,,68
1331,Iron Oxide (Eagle) 130 Holand Red 20 kg,5I02-01,Iron Oxide,18700,16830,,21
1332,Iron Oxide (Eagle) 190 Holand Red 20 kg,5I02-02,Iron Oxide,12500,11250,,27
1333,Iron Oxide (Eagle) Max - Holand Black  20 kg,5I02-03,Iron Oxide,20475,18428,,24
1334,Iron Oxide (Eagle) Holand Black 20 kg,5I02-04,Iron Oxide,14175,12758,,36
1335,Iron Oxide (Eagle) Holand Brown 20 kg,5I02-05,Iron Oxide,27500,24750,,8
1336,Iron Oxide (Eagle) Holand Green 15 kg,5I02-06,Iron Oxide,20550,18495,,4
1337,Iron Oxide (Eagle) Holand Blue 10 kg,5I02-07,Iron Oxide,15500,13950,,8
1338,Iron Oxide (Eagle) Holand Yellow 10 kg,5I02-08,Iron Oxide,14464,14070,,5
1339,Iron Oxide (Eagle) 130 Holand Red 1 kg,5I03-01,Iron Oxide,945,850,,410
1340,Iron Oxide (Eagle) 190 Holand Red 1 kg,5I03-02,Iron Oxide,690,625,,463
1341,Iron Oxide (Eagle) Max - Holand Black 1 kg,5I03-03,Iron Oxide,980,885,,381
1342,Iron Oxide (Eagle) Holand Black 1 kg,5I03-04,Iron Oxide,770,695,,483
