#,Product,Code,Category,Retail Price,Whole Sale Price,Actions,Unit Price,Qty
1450,Door Lock (EHPL) 85312 AE/CP,6D08-28,Door Lock,6950,6255,,4725,1
1451,Measurering Tape (Heavy - Fiber ) 50 m,3G18-15,General Hardware,1410,1270,,938,185
1452,Steel Measuring Tape ( Zi Ming ) 3 m,3G17-09,General Hardware,320,288,,165.38,1011
1453,Door Lock (EHPL) 8538 MAE,6D08-29,Door Lock,3841,3457,,2440,0
1454,Steel Measuring Tape ( Zi Ming ) 5 m,3G17-10,General Hardware,370,333,,216,1475
1455,Steel Measuring Tape ( Zi Ming ) 7.5 m,3G17-11,General Hardware,695,625,,378,2
1456,Door Lock (EHPL) 85413 MAB/CP,6D08-30,Door Lock,5875,5290,,3915,71
1457,Door Lock (EHPL) 8547 MAB,6D08-31,Door Lock,3841,3457,,2540,0
1458,Door Lock (EHPL) 8547 MAE,6D08-32,Door Lock,3841,3457,,2540,0
1459,Spirit Level ( Ltabile - Orange ) 30 m,2H56-01,Hand Tools,925,835,,616,3
1460,Door Lock (EHPL) 8548 AB,6D08-33,Door Lock,2991,2722,,0,0
1461,Spirit Level ( Ltabile - Orange ) 40 cm,2H56-02,Hand Tools,998,900,,665,1
1462,Door Lock (EHPL) 8548 MAE,6D08-34,Door Lock,3740,3179,,2580,0
1463,Spirit Level ( Ltabile - Orange ) 50 cm,2H56-03,Hand Tools,1105,995,,735,2
1464,Door Lock (EHPL) 8550 MAB/BN,6D08-35,Door Lock,6950,6255,,4927.5,75
1465,Spirit Level ( Ltabile - Orange ) 60 cm,2H56-04,Hand Tools,1230,1110,,819,0
1466,Door Lock (EHPL) 8550 MSN/BN,6D08-36,Door Lock,6950,6255,,4927.5,85
1467,Engineering Long Measurering Tape ( Fiber ) 30 m,3G88-01,General Hardware,975,880,,607.5,1
1468,Door Lock (EHPL) 8551 MAE,6D08-37,Door Lock,3740,3179,,2580,0
1469,Engineering Long Measurering Tape ( Fiber ) 50 m,3G88-02,General Hardware,1080,975,,675,0
1470,Door Lock (EHPL) 8580 MAB/WD,6D08-38,Door Lock,6950,6255,,4725,57
1471,Door Lock (EHPL) 8581 MAB/CP,6D08-39,Door Lock,5875,5290,,3915,19
1472,Engineering Long Measurering Tape ( Fiber ) 100 m,3G88-03,General Hardware,1770,1595,,1181.25,25
1473,Cable Clip 4 mm,3G89-01,General Hardware,100,90,,65,248
1474,Door Lock (EHPL) 8582 MAE/BN,6D08-40,Door Lock,6950,6255,,4927.5,3
1475,Cable Clip 6 mm,3G89-02,General Hardware,115,103,,74.75,0
1476,Door Lock (EHPL) 8582 MSN/BN,6D08-41,Door Lock,6950,6255,,4927.5,45
1477,Cable Clip 8 mm,3G89-03,General Hardware,145,130,,94.25,75
1478,Door Lock (EHPL) 8582A WAB/BN,6D08-42,Door Lock,6480,5835,,4320,69
1479,Cable Clip 10 mm,3G89-04,General Hardware,175,157.5,,113.75,0
1480,Door Lock (EHPL) 8588 MAB/CP,6D08-43,Door Lock,6950,6255,,4725,84
1481,Door Lock (EHPL) 8588 MAE/CP,6D08-44,Door Lock,6950,6255,,4725,31
1482,Forx Pop Riverts 1/8 x 1/2 ( 1000 Pcs ),3G50-19,General Hardware,2592,2592,,1055.25,0
1483,Door Lock (EHPL) 8588 MAE/WD/CP,6D08-45,Door Lock,6080,5475,,4050,62
1484,Forx Pop Riverts 1/8 x 3/8 ( 1000 Pcs ),3G50-20,General Hardware,2500,2500,,960.75,25
1485,Door Lock (EHPL) 8591 MSN/BN,6D08-46,Door Lock,6950,6255,,4725,13
1486,Forx Pop Riverts 1/8 x 3/4 ( 1000 Pcs ),3G50-21,General Hardware,3565,3565,,1323,27
1487,Forx Pop Riverts 5/32 x 1/2 ( 1000 Pcs ),3G50-22,General Hardware,3456,3456,,1459.5,0
1488,Forx Pop Riverts 5/32 x 3/4 (1000 Pcs ),3G50-23,General Hardware,5292,5292,,1564.5,0
1489,Forx Pop Riverts 3/16 x 3/4 ( 500 Pcs ),3G50-24,General Hardware,3564,3564,,1270.5,0
1490,Forx Pop Riverts 3/16 x 1 ( 500 Pcs ),3G50-25,General Hardware,4720,4720,,1412.25,18
1491,Door Lock ( EHPL ) 5805 MAB / BN,6D07-01,Door Lock,5485,4940,,3915,110
1492,Door Lock ( EHPL ) 5805 MAE / BN,6d07-02,Door Lock,5485,4940,,3915,89
1493,Door Lock ( EHPL ) 5805 MSN / BN,6D07-03,Door Lock,5485,4940,,3915,90
1494,Door Lock ( EHPL ) 58102-07 MAE,6D07-04,Door Lock,2500,2259,,0,0
1495,Door Lock ( EHPL ) 58102-06 MAE,6D07-05,Door Lock,2661,2460,,1590,0
1496,Door Lock (FOEVE) A52F-313 MSN/CP,6D09-01,Door Lock,5425,4885,,3500,8
1497,Door Lock (FOEVE) A52F-313 BN/CP,6D09-02,Door Lock,5425,4885,,3500,3
1498,Door Lock (FOEVE) 52F-301 MBN/CP,6D09-03,Door Lock,5425,4885,,3500,12
1499,Door Lock (FOEVE) AZ016 MSN/CP,6D09-03,Door Lock,5425,4885,,3500,28
1500,Door Lock (FOEVE) AZ016 BN/CP,6D09-05,Door Lock,5425,4885,,3500,56
1501,Door Lock (EHPL) 58102-9 MAE,6D07-06,Door Lock,2661,2460,,1950,0
1502,Door Lock (EHPL) 58104 MAB,6D07-07,Door Lock,2691,2410,,0,0
1503,Door Lock (FOEVE) 95114-1A MAB/CP (XL),6D10-01,Door Lock,9700,8730,,6412.5,1
1504,Door Lock (EHPL) 58104 MAE,6D07-08,Door Lock,2962,2520,,2080,0
1505,Door Lock (FOEVE) 95114-1A MAE/GP (XL),6D10-02,Door Lock,9700,8730,,6412.5,2
1506,Door Lock (EHPL) 58106 BN / MSN,6D07-09,Door Lock,5485,4940,,4060,97
1507,Door Lock (FOEVE) 95114-2A MAB/CP (XL),6D10-03,Door Lock,9700,8730,,6412.5,3
1508,Door Lock (EHPL) 58106 MSN / BN,6D07-10,Door Lock,5485,4940,,3915,86
1509,Door Lock (FOEVE) 95114-2A MAE/GP (XL),6D10-04,Door Lock,9700,8730,,6412.5,0
1510,Door Lock (EHPL) 58107 MAB,6D07-11,Door Lock,4460,4015,,2970,3
1511,Door Lock (EHPL) 58107 MAE,6D07-12,Door Lock,4460,4015,,2970,1
1512,Drawar Lock 139-26,6D02-04,Door Lock,4305,4305,,3444,127
1513,Door Lock (EHPL) 58107A - MAB,6D07-13,Door Lock,4620,4160,,3080,56
1514,Sliding Glass Door Lock,6D02-05,Door Lock,350,315,,231,86
1515,Door Lock (EHPL) 58109 MAE,6D07-14,Door Lock,2962,2666,,2000,0
1516,Door Lock (EHPL) 58114A MAB / BN,6D07-15,Door Lock,5070,4565,,3375,95
1517,Cabinet Cam Lock ( Xiaoboshi ),6D02-06,Door Lock,475,428,,210,523
1518,Door Lock (EHPL) 58114 MAE / BN,6D07-16,Door Lock,5070,4565,,3375,113
1519,Door Lock (EHPL) 58118 MAE / BN,6D07-17,Door Lock,5485,4940,,3645,97
1520,Onion Lock J678-95,6D03-07,Door Lock,2895,2610,,1995,141
1521,Door Lock (EHPL) 58118 MSN / BN,6D07-18,Door Lock,5485,4940,,3645,129
1522,Onion Lock J910-95,6D03-08,Door Lock,1470,1325,,1050,0
1523,Door Lock (EHPL) 5814 MAE,6D07-19,Door Lock,2801,2379,,1982,0
1524,Door Lock (EHPL) 58161 MAB / CP,6D07-20,Door Lock,4460,4015,,2970,127
1525,Door Lock (EHPL) 58161 MAE / CP,6D07-21,Door Lock,4460,4015,,2970,73
1526,Pad Lock (Globe - Brass) 3/4 Inch - 20 mm,3G23-19,General Hardware,295,265,,255,947
1527,Door Lock (EHPL) 58171A - MAB,6D07-22,Door Lock,4620,4160,,3080,83
1528,Pad Lock (Globe - Brass) 1 Inch - 25 mm,3G23-20,General Hardware,350,315,,255,0
1529,Pad Lock (Globe - Brass) 1 1/4 Inch - 32 mm,3G23-21,General Hardware,550,495,,395,546
1530,Door Lock (EHPL) 58171A - MAE,6D07-23,Door Lock,4620,4160,,3080,26
1531,Pad Lock (Globe - Brass) 1 1/2 Inch - 38 mm,3G23-22,General Hardware,660,594,,475,562
1532,Pad Lock (Globe - Brass) 2 Inch - 50 mm,3G23-23,General Hardware,1250,1125,,895,511
1533,Pad Lock (Globe - Brass) 2 1/2 Inch - 63 mm,3G23-24,General Hardware,1960,1764,,1395,243
1534,Door Lock (EHPL) 58191 MBN / CP,6D07-24,Door Lock,4860,4375,,3240,17
1535,Pad Lock (Globe - Brass) Long Arm 1 1/2 Inch - 38 mm,3G23-25,General Hardware,850,765,,560,324
1536,Door Lock (EHPL) 5820 AC,6D07-25,Door Lock,2701,2460,,1350,0
1537,Pad Lock (Globe - Brass) Long Arm 2 Inch - 50 mm,3G23-26,General Hardware,1387,1250,,935,242
1538,Door Lock (EHPL) 5820 MAE,6D07-26,Door Lock,2962,2666,,1960,0
1539,Door Lock (EHPL) 58220 MAB / WD,6D07-27,Door Lock,5485,4940,,3915,84
1540,Pad Lock (Globe - Iron) 3/4 Inch - 20 mm,3G23-27,General Hardware,134.5,122,,95,0
1541,Door Lock (EHPL) 58220 MAE / WD,6D07-28,Door Lock,5485,4940,,3915,53
1542,Pad Lock (Globe - Iron) 1 Inch - 25 mm,3G23-28,General Hardware,153,138,,108,0
1543,Door Lock (EHPL) 58312 AE / CP (MAE),6D07-29,Door Lock,5485,4940,,3780,3
1544,Pad Lock (Globe - Iron) 1 1/4 Inch - 30 mm,3G23-29,General Hardware,231,208,,162.5,300
1545,Pad Lock (Globe - Iron) 1 1/2 Inch - 40 mm,3G23-30,General Hardware,280,252,,198,0
1546,Door Lock (EHPL) 5832 MAE,6D07-30,Door Lock,2500,2259,,1250,0
1547,Pad Lock (Globe - Iron) 2 Inch - 50 mm,3G23-31,General Hardware,439.5,395,,310,1
1548,Door Lock (EHPL) 5837 MAE,6D07-31,Door Lock,5552,4997,,1992,0
1549,Pad Lock (Globe - Iron) 2 1/2 Inch - 60 mm,3G23-32,General Hardware,659,593,,465,0
1550,Door Lock (EHPL) 5838 MAE,6D07-32,Door Lock,2962,2565,,1960,0
1551,Door Lock (EHPL) 5840 MAE,6D07-33,Door Lock,2500,2259,,1250,0
1552,Pad Lock (Globe - Iron) Long Arm 2  Inch - 50 mm,3G23-33,General Hardware,475,428,,335,0
1553,Door Lock (EHPL) 58413 MAB / CP,6D07-34,Door Lock,4620,4160,,3080,116
1554,Door Lock (EHPL) 5842 MAE,6D07-35,Door Lock,2962,2666,,1960,0
1555,Door Lock (EHPL) 5847 MAB,6D07-36,Door Lock,2962,2666,,1960,0
1556,Door Lock (EHPL) 5847 MAE,6D07-37,Door Lock,2691,2422,,1960,0
1557,Single Pulley 50 mm,3G82-01,General Hardware,350,315,,234,3
1558,Door Lock (EHPL) 5848 MAE,6D07-38,Door Lock,2601,2520,,2032,0
1559,Single Pulley 60 mm,3G82-02,General Hardware,490,441,,310.5,1
1560,Door Lock (EHPL) 5850 MAB / BN,6D07-39,Door Lock,5485,4940,,3915,97
1561,Door Lock (EHPL) 5850 MSN / BN,6D07-40,Door Lock,5485,4940,,3915,104
1562,Door Lock (EHPL) 5851 MAE,6D07-41,Door Lock,2801,2379,,1992,0
1563,Door Lock (EHPL) 5856 MAE,6D07-42,Door Lock,2385,2028,,1680,0
1564,Single Pulley 70 mm,3G82-03,General Hardware,595,535,,425.25,41
1565,Door Lock (EHPL) 5857 MAE,6D07-43,Door Lock,2385,2028,,1680,0
1566,Single Pulley 80 mm,3G82-04,General Hardware,710,640,,499.5,4
1567,Door Lock (EHPL) 5859 MAB,6D07-44,Door Lock,2691,2422,,1680,0
1568,Door Lock (EHPL) 5859 MAE,6D07-45,Door Lock,2691,2422,,1680,0
1569,Door Lock (EHPL) 5865 MAB,6D07-46,Door Lock,2962,2666,,2040,0
1570,Door Lock (EHPL) 5865 MAE,6D07-47,Door Lock,2962,2666,,2040,0
1571,Door Lock (EHPL) 5866 MAE,6D07-48,Door Lock,2962,2666,,2040,0
1572,Single Pulley ( Nylon ) 60 mm,3G82-05,General Hardware,480,435,,337.5,151
1573,Door Lock (EHPL) 5880 MAB / WD,6D07-49,Door Lock,5485,4940,,3780,79
1574,Single Pulley ( Nylon ) 70 mm,3G82-06,General Hardware,835,751,,637.5,0
1575,Door Lock (EHPL) 5881 MAB / CP,6D07-50,Door Lock,4620,4160,,3080,48
1576,Single Pulley ( Nylon ) 80 mm,3G82-07,General Hardware,840,756,,600,138
1577,Door Lock (EHPL) 5882 MAE / BN,6D07-51,Door Lock,5485,4940,,3915,22
1578,Door Lock (EHPL) 5882 MSN / BN,6D07-52,Door Lock,5485,4940,,3915,83
1579,Door Lock (EHPL) 5882A MAB / BN,6D07-53,Door Lock,5070,4565,,3375,67
1580,Door Lock (EHPL) 5888 MAB / CP,6D07-54,Door Lock,5485,4940,,3780,122
1581,Door Lock (EHPL) 5888 MAE / CP,6D07-55,Door Lock,5485,4940,,3780,33
1582,Door Lock (EHPL) 5888 MAE / WD / CP,6D07-56,Door Lock,4860,4375,,3240,86
1583,Door Lock (EHPL) 5891 MSN / BN,6D07-57,Door Lock,5485,4936,,3780,61
1584,Triangular Pulley 50 mm,3G82-08,General Hardware,440,396,,299,0
1585,Triangular Pulley 60 mm,3G82-09,General Hardware,550,495,,384.75,0
1586,Triangular Pulley 70 mm,3G82-10,General Hardware,690,620,,519.75,6
1587,Triangular Pulley 80 mm,3G82-11,General Hardware,850,765,,607.5,4
1588,Triangular Pulley (Double Wheel) 60 mm,3G82-12,General Hardware,1250,1125,,825.5,0
1589,Triangular Pulley (Double Wheel) 70 mm,3G82-13,General Hardware,1750,1575,,1150.5,4
1590,Triangular Pulley (Double Wheel) 80 mm,3G82-14,General Hardware,2080,1875,,1378,1
1591,Capacitor 35 UF (Barel) Pin Type,3G69-35,General Hardware,665,598,,352,136
1592,Capacitor 45 UF (Barel) Pin Type,3G69-36,General Hardware,730,656,,412.5,88
1593,Capacitor 50 UF (Barel) Pin Type,3G69-37,General Hardware,780,700,,406,76
1594,Capacitor 2 UF (Barel) Wire,3G69-40,General Hardware,115,105,,91,953
1595,Capacitor 100 UF (Barel) Wire,3G69-38,General Hardware,790,711,,330,189
1596,Capacitor 150 UF (Barel) Wire,3G69-39,General Hardware,795,715,,352.5,159
1597,Solder Wire 40 G,3G90-01,General Hardware,220,198,,130,1
1598,Gate Valve ( Brass ) 1/2 Inch,3G99-01,General Hardware,985,890,,616,5
1599,Solder Wire 60 G,3G90-02,General Hardware,330,297,,195,1
1600,Gate Valve ( Brass ) 1 Inch,3G99-02,General Hardware,1940,1746,,1204,5
1601,C - Clamps 4 Inch,3G91-01,General Hardware,750,675,,481,24
1602,C - Clamps 6 Inch,3G91-02,General Hardware,1350,1215,,799.5,56
1603,C - Clamps 8 Inch,3G91-03,General Hardware,1680,1512,,1072.5,0
1604,Automatics Air Release Valve 1/2 Inch,3G100-01,General Hardware,1020,920,,630,0
1605,Cap Nut 3/8 Inch,3G92-01,General Hardware,40,36,,24.5,0
1606,Cap Nut 1/2 Inch,3G92-02,General Hardware,55,50,,33.95,9
1607,Sink Cleaner OEM 3M ( Metal ),3G101-01,General Hardware,395,355,,247,0
1608,Drawer Slide 16 Inch,3G93-01,General Hardware,320,290,,224,420
1609,Drawer Slide 18 Inch,3G93-02,General Hardware,350,315,,234,13
1610,Drawer Slide 20 Inch,3G93-03,General Hardware,395,355,,280,468
1611,Drain Pipe Cleaninig Spring Wire ( OEM ),3G101-02,General Hardware,210,190,,140,12
1612,Thread Seal Tape 18mm x 10m x 0.075mm ( 3/4 Inch ),3G94-01,General Hardware,60,58,,39.2,1520
1613,Thread Seal Tape 12mm x 10m x 0.075mm ( 1/2 Inch ),3G94-02,General Hardware,35,32,,24.3,19
1614,Wool Polishing Pad 4 1/2 Inch,1P25-03,Power Tool Accessories,670,600,,405,0
1615,Thread Seal Tape 25mm x 10m x 0.075mm ( 1 Inch ),3G94-03,General Hardware,65,58,,45.9,430
1616,Grass Slasher ( Wood Handle ),3G95-01,General Hardware,382,343,,245,0
1617,Grass Cutting Blade ( Evertech ) 305 x 90 x 1.6,3G96-01,General Hardware,340,310,,252,5056
1618,Grass Cutting Blade ( EHPL ) Black,3G96-02,General Hardware,231,222,,176,0
1619,Grass Cutting Blade ( EHPL ) Slim,3G96-03,General Hardware,265,240,,189,119
1620,Grass Cutting Blade ( EHPL ) 14 Inch,3G96-04,General Hardware,312,280,,182,0
1621,Wool Polishing Pad 7 Inch,1P25-04,Power Tool Accessories,985,890,,587.25,1
1622,Grass Cutting Blade ( EHPL ) Teeth,3G96-05,General Hardware,480,435,,315,3638
1623,Grass Cutting Blade ( EHPL ) Honda - Japan,3G96-06,General Hardware,331,301,,285,0
1624,Grass Cutting Blade ( Nical ) 305 - 12 Inch,3G96-07,General Hardware,460,415,,440,0
1625,Tree Pruning Hand Saw ( Rubbe Grip ) Hevy,2H12-02,Hand Tools,970,875,,533.25,2
1626,HASP & Staple (S/S) 2.5 Inch,3G36-08,General Hardware,55,50,,37.1,1844
1627,Grass Cutting Blade ( Round Cup ) 60T,3G96-08,General Hardware,1567,1410,,1000,0
1628,Grass Cutting Blade ( Round Cup ) 40T,3G96-09,General Hardware,495,450,,301,525
1629,Grass Trimmer Line ( Square ) 3 mm x 50 m,3G97-01,General Hardware,1175,1060,,765,486
1630,Grass Trimmer Line ( Round ) 3 mm x 50 m,3G97-02,General Hardware,715,608,,488,0
1631,Grass Trimmer Line ( Square ) 3 mm x 15 m,3G97-03,General Hardware,360,325,,236.25,636
1632,Insulated Screwdriver 6 Inch (+),2H01-59,Hand Tools,340,306,,227.5,312
1633,Grass Trimmer Line ( Square ) 3 mm x 1 kg,3G97-04,General Hardware,2750,2475,,1800,53
1634,Grass Trimmer Line ( Square ) 4 mm x 50 m,3G97-05,General Hardware,2250,2025,,1470,132
1635,Grass Trimmer Line ( Square ) 4 mm x 15 m,3G97-06,General Hardware,595,540,,397.5,460
1636,Insulated Screwdriver 6 Inch (-),2H01-60,Hand Tools,340,306,,227.5,0
1637,Grass Trimmer Line 2.4 mm x 0.5 lb,3G97-07,General Hardware,482,392,,240,0
1638,SLIM Screwdriver 6 Inch (+),2H01-61,Hand Tools,125,112,,77.63,113
1639,Grass Trimmer Disc ( Black ),3G97-08,General Hardware,290,261,,182,0
1640,SLIM Screwdriver 6 Inch (-),2H01-62,Hand Tools,125,112,,77.63,0
1641,Grass Trimmer Head ( Red ),3G97-09,General Hardware,360,324,,208,1
1642,Step Drill Bit 4 mm - 20 mm,1P53-01,Power Tool Accessories,450,405,,273,0
1643,Step Drill Bit 4 mm - 32 mm,1P53-02,Power Tool Accessories,750,675,,455,0
1644,Portable Crane Scale  200 Kg,3G60-05,General Hardware,2450,2205,,1485,86
1645,Step Drill Bit 1/8 - 1/2,1P53-03,Power Tool Accessories,450,405,,273,3
1646,Diamond Polishing Pad 4 x 60,1P26-05,Power Tool Accessories,390,350,,236.25,1
1647,Diamond Polishing Pad 4 x 80,1P26-06,Power Tool Accessories,390,350,,236.25,1
1648,Diamond Polishing Pad 4 x 100,1P26-07,Power Tool Accessories,390,350,,236.25,0
1649,Electric Scale (Square) AC/DC Power 10 Kg,3G60-06,General Hardware,1460,1314,,810,615
1650,Diamond Polishing Pad 4 x 120,1P26-08,Power Tool Accessories,390,236.25,,236.25,72
1651,Tile Bit Evertech 10 mm 13/32,1P53-05,Power Tool Accessories,834,750,,340.4,2
1652,Safety Goggles (Sun Glass) Clear,3G105-01,General Hardware,85,77,,33.75,0
1653,( M - Seal ) Epoxy Compound 25 G,3G98-01,General Hardware,108,98,,65,0
1654,( M - Seal ) Epoxy Compound 40 G,3G98-02,General Hardware,150,135,,110,0
1655,Safety Goggles (Sun Glass) Black,3G105-02,General Hardware,56,50,,28,0
1656,( M - Seal ) Epoxy Compound 60 G,3G98-03,General Hardware,240,216,,145,21
1657,Tile Bit OEM 12 mm,1P53-06,Power Tool Accessories,295,265,,182,1
1658,( M - Seal ) Epoxy Compound 90 G,3G98-04,General Hardware,295,265,,180,10
1659,Tile Bit OEM 8 mm,1P53-07,Power Tool Accessories,195,175,,120.9,244
1660,Safety Goggles (Soft),3G105-03,General Hardware,141,127,,100,0
1661,Tile Cutting Machine Wheel ( L ),1P53-01,Power Tool Accessories,550,495,,318.5,6
1662,Safety Goggles (Dust - Proof) Red,3G105-04,General Hardware,260,235,,162,1
1663,Tile Cutting Wheel ( S ),1P53-02,Power Tool Accessories,166,130,,83,0
1664,Tile Cutting Wheel ( M ),1P53-03,Power Tool Accessories,166,135,,83,0
1665,Tile Cutting Wheel ( L ),1P53-04,Power Tool Accessories,166,141,,83,0
1666,Safety Face Shield (Black Net),3G105-05,General Hardware,875,790,,546,331
1667,Welding Hand Seal (Heavy),3G105-06,General Hardware,410,370,,245,174
1668,J.K. Files 3 Inch (75mm),3G109-01,General Hardware,126,112,,56.7,5
1669,J.K. Files 3 1/2 Inch (88mm),3G109-02,General Hardware,130,118,,56.7,0
1670,Welding Goggles ( Black & Clear ),3G105-07,General Hardware,245,220,,135,247
1671,Welding Goggles ( Automatic Darkening ),3G105-08,General Hardware,1650,1485,,911.25,2
1672,J.K. Files 4 Inch (100mm),3G109-03,General Hardware,86,80,,48.36,0
1673,Welding Black Glass 11,3G105-09,General Hardware,55,40.5,,28,797
1674,Drill Chuck & Adaptor 10mm ( 1.5 UNF ),1P54-01,Power Tool Accessories,588,530,,405,183
1675,Drill Chuck & Adaptor 13mm ( 1.5 UNF ),1P54-02,Power Tool Accessories,998,898,,808,0
1676,J.K. Files 5 Inch (125mm),3G109-04,General Hardware,96,86,,54.6,0
1677,Drill Chuck & Adaptor 16mm ( 1.5 UNF ),1P54-03,Power Tool Accessories,2362,2126,,1615,51
1678,Drill Chuck 10mm ( 1.5 UNF ),1P54-04,Power Tool Accessories,480,435,,279.5,300
1679,J.K. Files 6 Inch (150mm),3G109-05,General Hardware,155,140,,67.6,0
1680,Drill Chuck 10mm ( 1.5 B-12 ),1P54-05,Power Tool Accessories,452,452,,405,98
1681,Drill Chuck 13mm ( 1.5 UNF ),1P54-06,Power Tool Accessories,595,535,,337.5,280
1682,J.K. Files (Original) 6 Inch,3G109-06,General Hardware,220,220,,212,6494
1683,Drill Chuck 13mm ( 1.5 B-16 ),1P54-07,Power Tool Accessories,650,585,,357.75,95
1684,Drill Chuck 16mm ( 1.5 UNF ),1P54-08,Power Tool Accessories,975,877.5,,695.5,118
1685,Drill Chuck 16mm ( 1.5 B-16 ),1P54-09,Power Tool Accessories,1250,1125,,688.5,3
1686,Chainsaw File 5/32 Inch,3G109-07,General Hardware,370,333,,192,0
1687,Drill Chuck 20mm ( 5.0 B-22 ),1P54-10,Power Tool Accessories,2159,1758,,1080,0
1688,Keyless Drill Chuck 10mm ( 1.5 UNF ) Plastic,1P54-11,Power Tool Accessories,480,435,,290.25,4
1689,Chainsaw File 7/32 Inch,3G109-08,General Hardware,370,333,,192,0
1690,Drill Chuck Key 10mm,3G106-01,General Hardware,121,109,,75.6,0
1691,Chainsaw File 3/16 Inch,3G109-09,General Hardware,370,333,,192,0
1692,Drill Chuck Key 13mm,3G106-02,General Hardware,147,132,,152,0
1693,Drill Chuck Key 16mm,3G106-03,General Hardware,304,278,,200,0
1694,Flat File 8 Inch,3G109-10,General Hardware,396,321,,198,0
1695,Spray Gun ( Down Bottle ) S-990,3G04-06,General Hardware,2340,2110,,1552.5,0
1696,Flat File 10 Inch,3G109-11,General Hardware,447,421,,224,0
1697,Battery Clamp ( 300A ),3G107-01,General Hardware,295,265,,182,3
1698,Battery Terminal Set ( 2 PCS ),3G107-02,General Hardware,215,195,,133,1
1699,Flat File 12 Inch,3G109-12,General Hardware,1176,1060,,800,0
1700,Plumbing Pipe Wrench ( Adjustable ) 10 INCH,2H19-05,Hand Tools,1100,990,,565.5,222
1701,Vernier Caliper 150mm,2H38-07,Hand Tools,990,891,,669.5,3
1702,Hex Key Set ( Long Arm ) 9PCS,2H42-06,Hand Tools,630,570,,384.75,129
1703,Air Tire Chuck ( Rubber Grip ),3G06-04,General Hardware,450,405,,249.75,1
1704,Heavy Duty Hand Riveter (Ehao),2H44-07,Hand Tools,2850,2565,,1885,2
1705,Pressure Pump Control Unit ( Automatic ),3G06-04,General Hardware,5950,5355,,4060,0
1706,No 1 Screwdriver (Adjustable) 6 Inch,2H01-63,Hand Tools,350,315,,234,2
1707,Pantry Magnet (S/S) Large,3G55-04,General Hardware,83,75,,55.25,49
1708,Tile Beading King (Normal),3G109-01,General Hardware,166,151,,135,0
1709,Sticker Pad 7 INCH,1P23-03,Power Tool Accessories,390,350,,276.25,60
1710,Sticker Paper 7-60,1P24-11,Power Tool Accessories,45,40,,29.25,219
1711,Tile Beading King Mega,3G109-02,General Hardware,455,435,,386.75,5508
1712,Sticker Paper 7-80,1P24-12,Power Tool Accessories,45,40,,29.25,0
1713,Tile Beading (S/S) King,3G109-03,General Hardware,525,475,,386.75,90
1714,Sticker Paper 7-100,1P24-13,Power Tool Accessories,45,40,,29.25,0
1715,Pruning Shear ( Heavy Duty - Grip ) 8 INCH,2H11-05,Hand Tools,780,700,,513,19
1716,Pruning Shear ( Heavy Duty - Grip ) 10 INCH,2H11-06,Hand Tools,975,878,,648,4
1717,Foldable Knife With Blade,3G104-07,General Hardware,260,234,,156,10
1718,L. P. G. Regulator EHPL M-168F,3G103-01,General Hardware,910,820,,602,0
1719,Plastic Handal Wire Brash With Scraper 6 Raw,2H48-05,Hand Tools,185,166,,113.75,0
1720,L. P. G. Regulator ( Milux ) M-168F,3G13-02,General Hardware,875,788,,685,0
1721,High Pressure Gas Regulator EHPL M181,3G103-04,General Hardware,1811,1633,,906,2
1722,High Pressure Gas Regulator ( Aker ),3G103-05,General Hardware,1732,1559,,1050,0
1723,Pipe Clip ( GI ) 2 INCH,3G54-05,General Hardware,44,40,,18.2,1400
1724,Garden Hedge Shears Havey (Orange),2H58-01,Hand Tools,1150,1035,,695.25,383
1725,Soldering Iron ( Bouth ) H/Q 100W,3G65-02,General Hardware,1290,1160,,805,1
1726,Garden Hedge Shears Wood Handle,2H58-02,Hand Tools,377,331,,256,0
1727,Garden Hedge Shears (Reguler),2H58-03,Hand Tools,700,630,,499.5,554
1728,Adjustable Wrench ( Diamond ) 15 INCH,2H21-07,Hand Tools,1900,1710,,1267.5,0
1729,Adjustable Wrench ( Diamond ) 18 INCH,2H21-08,Hand Tools,2950,2655,,1982.5,0
1730,Garden Hedge Shears Heavy Duty (Orange),2H58-04,Hand Tools,1540,1386,,689,0
1731,Paper Cutter ( Large ),3G104-01,General Hardware,250,225,,138.38,53
1732,Garden Hedge Shears (Adjustable-Regular),2H58-05,Hand Tools,1460,1315,,910,4
1733,Paper Cutter (Small ),3G104-02,General Hardware,80,75,,60.75,9
1734,Paper Cutter (Small ) Hevy SK5,3G104-03,General Hardware,160,145,,105.95,4
1735,Plumb Bob Oem (300GR),3G102-01,General Hardware,380,345,,253.5,7
1736,Paper Cutter 12PCS Packet ( Small ),3G104-04,General Hardware,330,297,,24.5,22
1737,Paper Cutter Blade ( L ),3G104-05,General Hardware,357,321,,280,121
1738,Paper Cutter Blade ( S ),3G104-06,General Hardware,55,50,,38.48,0
1739,Wire Stripping Pliers 7 (Inch),2H57-01,Hand Tools,418,376,,252,0
1740,Cable Stripping Pliers (Multy-Function) 8 Inch,2H57-02,Hand Tools,520,467,,325.5,0
1741,Duck Bill Stripper 7 Inch,2H57-03,Hand Tools,940,846,,552.5,2
1742,Chain Lock Large,3G24-02,General Hardware,890,800,,560,216
1743,Drywall Screw ( Yalida ) 6 X 5/8 Inch - 1000Pcs,3G47-15,General Hardware,1320,1190,,520.1,78
